reading,rainfall,fire_name,county
8/3/01,0,McNally,Tulare
8/4/01,0,McNally,Tulare
8/5/01,0,McNally,Tulare
8/6/01,0,McNally,Tulare
8/7/01,0,McNally,Tulare
8/8/01,0,McNally,Tulare
8/9/01,0,McNally,Tulare
8/10/01,0,McNally,Tulare
8/11/01,0,McNally,Tulare
8/12/01,0,McNally,Tulare
8/13/01,0,McNally,Tulare
8/14/01,0,McNally,Tulare
8/15/01,0,McNally,Tulare
8/16/01,0,McNally,Tulare
8/17/01,0,McNally,Tulare
8/18/01,0,McNally,Tulare
8/19/01,0,McNally,Tulare
8/20/01,0,McNally,Tulare
8/21/01,0,McNally,Tulare
8/22/01,0,McNally,Tulare
8/23/01,0,McNally,Tulare
8/24/01,0,McNally,Tulare
8/25/01,0,McNally,Tulare
8/26/01,0,McNally,Tulare
8/27/01,0,McNally,Tulare
8/28/01,0,McNally,Tulare
8/29/01,0,McNally,Tulare
8/30/01,0,McNally,Tulare
8/31/01,0,McNally,Tulare
9/1/01,0,McNally,Tulare
9/2/01,0,McNally,Tulare
9/3/01,0,McNally,Tulare
9/4/01,0,McNally,Tulare
9/5/01,0,McNally,Tulare
9/6/01,0,McNally,Tulare
9/7/01,0,McNally,Tulare
9/8/01,0,McNally,Tulare
9/9/01,0,McNally,Tulare
9/10/01,0,McNally,Tulare
9/11/01,0,McNally,Tulare
9/12/01,0,McNally,Tulare
9/13/01,0,McNally,Tulare
9/14/01,0,McNally,Tulare
9/15/01,0,McNally,Tulare
9/16/01,0,McNally,Tulare
9/17/01,0,McNally,Tulare
9/18/01,0,McNally,Tulare
9/19/01,0,McNally,Tulare
9/20/01,0,McNally,Tulare
9/21/01,0,McNally,Tulare
9/22/01,0,McNally,Tulare
9/23/01,0,McNally,Tulare
9/24/01,0,McNally,Tulare
9/25/01,0,McNally,Tulare
9/26/01,0,McNally,Tulare
9/27/01,0,McNally,Tulare
9/28/01,0,McNally,Tulare
9/29/01,0,McNally,Tulare
9/30/01,0,McNally,Tulare
10/1/01,0,McNally,Tulare
10/2/01,0,McNally,Tulare
10/3/01,0,McNally,Tulare
10/4/01,0,McNally,Tulare
10/5/01,0,McNally,Tulare
10/6/01,0,McNally,Tulare
10/7/01,0,McNally,Tulare
10/8/01,0,McNally,Tulare
10/9/01,0,McNally,Tulare
10/10/01,0,McNally,Tulare
10/11/01,0,McNally,Tulare
10/12/01,0,McNally,Tulare
10/13/01,0,McNally,Tulare
10/14/01,0,McNally,Tulare
10/15/01,0,McNally,Tulare
10/16/01,0,McNally,Tulare
10/17/01,0,McNally,Tulare
10/18/01,0,McNally,Tulare
10/19/01,0,McNally,Tulare
10/20/01,0,McNally,Tulare
10/21/01,0,McNally,Tulare
10/22/01,0,McNally,Tulare
10/23/01,0,McNally,Tulare
10/24/01,0,McNally,Tulare
10/25/01,0,McNally,Tulare
10/26/01,0,McNally,Tulare
10/27/01,0,McNally,Tulare
10/28/01,0,McNally,Tulare
10/29/01,0,McNally,Tulare
10/30/01,0.21,McNally,Tulare
10/31/01,0.08,McNally,Tulare
11/1/01,0,McNally,Tulare
11/2/01,0,McNally,Tulare
11/3/01,0,McNally,Tulare
11/4/01,0,McNally,Tulare
11/5/01,0,McNally,Tulare
11/6/01,0,McNally,Tulare
11/7/01,0,McNally,Tulare
11/8/01,0,McNally,Tulare
11/9/01,0,McNally,Tulare
11/10/01,0,McNally,Tulare
11/11/01,0.04,McNally,Tulare
11/12/01,0.92,McNally,Tulare
11/13/01,0,McNally,Tulare
11/14/01,0,McNally,Tulare
11/15/01,0,McNally,Tulare
11/16/01,0,McNally,Tulare
11/17/01,0,McNally,Tulare
11/18/01,0,McNally,Tulare
11/19/01,0.01,McNally,Tulare
11/20/01,0.01,McNally,Tulare
11/21/01,0.01,McNally,Tulare
11/22/01,0.06,McNally,Tulare
11/23/01,0,McNally,Tulare
11/24/01,0.52,McNally,Tulare
11/25/01,0,McNally,Tulare
11/26/01,0,McNally,Tulare
11/27/01,0,McNally,Tulare
11/28/01,0,McNally,Tulare
11/29/01,0.06,McNally,Tulare
11/30/01,0,McNally,Tulare
12/1/01,0,McNally,Tulare
12/2/01,0.62,McNally,Tulare
12/3/01,0.15,McNally,Tulare
12/4/01,0,McNally,Tulare
12/5/01,0,McNally,Tulare
12/6/01,0,McNally,Tulare
12/7/01,0,McNally,Tulare
12/8/01,0,McNally,Tulare
12/9/01,0.08,McNally,Tulare
12/10/01,0,McNally,Tulare
12/11/01,0,McNally,Tulare
12/12/01,0,McNally,Tulare
12/13/01,0,McNally,Tulare
12/14/01,0.43,McNally,Tulare
12/15/01,0,McNally,Tulare
12/16/01,0,McNally,Tulare
12/17/01,0,McNally,Tulare
12/18/01,0,McNally,Tulare
12/19/01,0,McNally,Tulare
12/20/01,0.02,McNally,Tulare
12/21/01,0.42,McNally,Tulare
12/22/01,0,McNally,Tulare
12/23/01,0.1,McNally,Tulare
12/24/01,0,McNally,Tulare
12/25/01,0,McNally,Tulare
12/26/01,0,McNally,Tulare
12/27/01,0,McNally,Tulare
12/28/01,0.08,McNally,Tulare
12/29/01,0.74,McNally,Tulare
12/30/01,0.35,McNally,Tulare
12/31/01,0.1,McNally,Tulare
1/1/02,0,McNally,Tulare
1/2/02,0,McNally,Tulare
1/3/02,0.5,McNally,Tulare
1/4/02,0,McNally,Tulare
1/5/02,0,McNally,Tulare
1/6/02,0,McNally,Tulare
1/7/02,0,McNally,Tulare
1/8/02,0,McNally,Tulare
1/9/02,0,McNally,Tulare
1/10/02,0,McNally,Tulare
1/11/02,0,McNally,Tulare
1/12/02,0,McNally,Tulare
1/13/02,0,McNally,Tulare
1/14/02,0,McNally,Tulare
1/15/02,0,McNally,Tulare
1/16/02,0,McNally,Tulare
1/17/02,0,McNally,Tulare
1/18/02,0,McNally,Tulare
1/19/02,0,McNally,Tulare
1/20/02,0,McNally,Tulare
1/21/02,0,McNally,Tulare
1/22/02,0.04,McNally,Tulare
1/23/02,0,McNally,Tulare
1/24/02,0,McNally,Tulare
1/25/02,0,McNally,Tulare
1/26/02,0,McNally,Tulare
1/27/02,0.59,McNally,Tulare
1/28/02,0.1,McNally,Tulare
1/29/02,0,McNally,Tulare
1/30/02,0,McNally,Tulare
1/31/02,0,McNally,Tulare
2/1/02,0,McNally,Tulare
2/2/02,0,McNally,Tulare
2/3/02,0,McNally,Tulare
2/4/02,0,McNally,Tulare
2/5/02,0,McNally,Tulare
2/6/02,0,McNally,Tulare
2/7/02,0,McNally,Tulare
2/8/02,0,McNally,Tulare
2/9/02,0,McNally,Tulare
2/10/02,0,McNally,Tulare
2/11/02,0,McNally,Tulare
2/12/02,0,McNally,Tulare
2/13/02,0,McNally,Tulare
2/14/02,0,McNally,Tulare
2/15/02,0,McNally,Tulare
2/16/02,0,McNally,Tulare
2/17/02,0.25,McNally,Tulare
2/18/02,0,McNally,Tulare
2/19/02,0,McNally,Tulare
2/20/02,0,McNally,Tulare
2/21/02,0,McNally,Tulare
2/22/02,0,McNally,Tulare
2/23/02,0,McNally,Tulare
2/24/02,0,McNally,Tulare
2/25/02,0,McNally,Tulare
2/26/02,0,McNally,Tulare
2/27/02,0,McNally,Tulare
2/28/02,0,McNally,Tulare
3/1/02,0,McNally,Tulare
3/2/02,0,McNally,Tulare
3/3/02,0,McNally,Tulare
3/4/02,0,McNally,Tulare
