reading,rainfall,fire_name,county
11/25/1998,0.06,BigBarComplex,Trinity
11/26/1998,0.47,BigBarComplex,Trinity
11/27/1998,0.22,BigBarComplex,Trinity
11/28/1998,0.00,BigBarComplex,Trinity
11/29/1998,0.81,BigBarComplex,Trinity
11/30/1998,0.93,BigBarComplex,Trinity
12/1/1998,0.66,BigBarComplex,Trinity
12/2/1998,0.53,BigBarComplex,Trinity
12/3/1998,0.38,BigBarComplex,Trinity
12/4/1998,0.01,BigBarComplex,Trinity
12/5/1998,0.00,BigBarComplex,Trinity
12/6/1998,0.04,BigBarComplex,Trinity
12/7/1998,0.00,BigBarComplex,Trinity
12/8/1998,0.00,BigBarComplex,Trinity
12/9/1998,0.00,BigBarComplex,Trinity
12/10/1998,0.00,BigBarComplex,Trinity
12/11/1998,0.00,BigBarComplex,Trinity
12/12/1998,0.41,BigBarComplex,Trinity
12/13/1998,0.18,BigBarComplex,Trinity
12/14/1998,0.31,BigBarComplex,Trinity
12/15/1998,0.02,BigBarComplex,Trinity
12/16/1998,0.00,BigBarComplex,Trinity
12/17/1998,0.00,BigBarComplex,Trinity
12/18/1998,0.00,BigBarComplex,Trinity
12/19/1998,0.00,BigBarComplex,Trinity
12/20/1998,1.07,BigBarComplex,Trinity
12/21/1998,0.02,BigBarComplex,Trinity
12/22/1998,0.00,BigBarComplex,Trinity
12/23/1998,0.00,BigBarComplex,Trinity
12/24/1998,0.00,BigBarComplex,Trinity
12/25/1998,0.00,BigBarComplex,Trinity
12/26/1998,0.00,BigBarComplex,Trinity
12/27/1998,0.00,BigBarComplex,Trinity
12/28/1998,0.00,BigBarComplex,Trinity
12/29/1998,0.00,BigBarComplex,Trinity
12/30/1998,0.00,BigBarComplex,Trinity
12/31/1998,0.20,BigBarComplex,Trinity
1/1/1999,0.04,BigBarComplex,Trinity
1/2/1999,0.00,BigBarComplex,Trinity
1/3/1999,0.00,BigBarComplex,Trinity
1/4/1999,0.00,BigBarComplex,Trinity
1/5/1999,0.00,BigBarComplex,Trinity
1/6/1999,0.00,BigBarComplex,Trinity
1/7/1999,0.00,BigBarComplex,Trinity
1/8/1999,0.00,BigBarComplex,Trinity
1/9/1999,0.00,BigBarComplex,Trinity
1/10/1999,0.00,BigBarComplex,Trinity
1/11/1999,0.00,BigBarComplex,Trinity
1/12/1999,0.00,BigBarComplex,Trinity
1/13/1999,0.00,BigBarComplex,Trinity
1/14/1999,0.00,BigBarComplex,Trinity
1/15/1999,0.55,BigBarComplex,Trinity
1/16/1999,0.40,BigBarComplex,Trinity
1/17/1999,0.26,BigBarComplex,Trinity
1/18/1999,0.91,BigBarComplex,Trinity
1/19/1999,0.21,BigBarComplex,Trinity
1/20/1999,0.26,BigBarComplex,Trinity
1/21/1999,0.72,BigBarComplex,Trinity
1/22/1999,0.07,BigBarComplex,Trinity
1/23/1999,0.93,BigBarComplex,Trinity
1/24/1999,0.12,BigBarComplex,Trinity
1/25/1999,0.00,BigBarComplex,Trinity
1/26/1999,0.00,BigBarComplex,Trinity
1/27/1999,0.08,BigBarComplex,Trinity
1/28/1999,0.00,BigBarComplex,Trinity
1/29/1999,0.00,BigBarComplex,Trinity
1/30/1999,0.00,BigBarComplex,Trinity
1/31/1999,0.51,BigBarComplex,Trinity
2/1/1999,0.06,BigBarComplex,Trinity
2/2/1999,0.00,BigBarComplex,Trinity
2/3/1999,0.00,BigBarComplex,Trinity
2/4/1999,0.05,BigBarComplex,Trinity
2/5/1999,0.00,BigBarComplex,Trinity
2/6/1999,0.42,BigBarComplex,Trinity
2/7/1999,2.27,BigBarComplex,Trinity
2/8/1999,0.18,BigBarComplex,Trinity
2/9/1999,1.40,BigBarComplex,Trinity
2/10/1999,1.10,BigBarComplex,Trinity
2/11/1999,0.00,BigBarComplex,Trinity
2/12/1999,0.00,BigBarComplex,Trinity
2/13/1999,0.00,BigBarComplex,Trinity
2/14/1999,0.53,BigBarComplex,Trinity
2/15/1999,0.00,BigBarComplex,Trinity
2/16/1999,0.40,BigBarComplex,Trinity
2/17/1999,0.90,BigBarComplex,Trinity
2/18/1999,0.11,BigBarComplex,Trinity
2/19/1999,0.92,BigBarComplex,Trinity
2/20/1999,0.00,BigBarComplex,Trinity
2/21/1999,0.82,BigBarComplex,Trinity
2/22/1999,0.25,BigBarComplex,Trinity
2/23/1999,0.38,BigBarComplex,Trinity
2/24/1999,0.02,BigBarComplex,Trinity
2/25/1999,0.53,BigBarComplex,Trinity
2/26/1999,0.12,BigBarComplex,Trinity
2/27/1999,0.59,BigBarComplex,Trinity
2/28/1999,0.53,BigBarComplex,Trinity
3/1/1999,0.00,BigBarComplex,Trinity
3/2/1999,0.02,BigBarComplex,Trinity
3/3/1999,0.64,BigBarComplex,Trinity
3/4/1999,0.06,BigBarComplex,Trinity
3/5/1999,0.11,BigBarComplex,Trinity
3/6/1999,0.00,BigBarComplex,Trinity
3/7/1999,0.00,BigBarComplex,Trinity
3/8/1999,0.04,BigBarComplex,Trinity
3/9/1999,0.62,BigBarComplex,Trinity
3/10/1999,0.03,BigBarComplex,Trinity
3/11/1999,0.00,BigBarComplex,Trinity
3/12/1999,0.00,BigBarComplex,Trinity
3/13/1999,0.01,BigBarComplex,Trinity
3/14/1999,0.14,BigBarComplex,Trinity
3/15/1999,0.22,BigBarComplex,Trinity
3/16/1999,0.01,BigBarComplex,Trinity
3/17/1999,0.00,BigBarComplex,Trinity
3/18/1999,0.00,BigBarComplex,Trinity
3/19/1999,0.00,BigBarComplex,Trinity
3/20/1999,0.11,BigBarComplex,Trinity
3/21/1999,0.06,BigBarComplex,Trinity
3/22/1999,0.07,BigBarComplex,Trinity
3/23/1999,0.08,BigBarComplex,Trinity
3/24/1999,0.47,BigBarComplex,Trinity
3/25/1999,0.48,BigBarComplex,Trinity
3/26/1999,0.03,BigBarComplex,Trinity
3/27/1999,0.00,BigBarComplex,Trinity
3/28/1999,0.00,BigBarComplex,Trinity
3/29/1999,0.00,BigBarComplex,Trinity
3/30/1999,0.26,BigBarComplex,Trinity
3/31/1999,0.60,BigBarComplex,Trinity
4/1/1999,0.05,BigBarComplex,Trinity
4/2/1999,0.00,BigBarComplex,Trinity
4/3/1999,0.00,BigBarComplex,Trinity
4/4/1999,0.06,BigBarComplex,Trinity
4/5/1999,0.18,BigBarComplex,Trinity
4/6/1999,0.10,BigBarComplex,Trinity
4/7/1999,0.01,BigBarComplex,Trinity
4/8/1999,0.28,BigBarComplex,Trinity
4/9/1999,0.08,BigBarComplex,Trinity
4/10/1999,0.13,BigBarComplex,Trinity
4/11/1999,0.48,BigBarComplex,Trinity
4/12/1999,0.00,BigBarComplex,Trinity
4/13/1999,0.00,BigBarComplex,Trinity
4/14/1999,0.00,BigBarComplex,Trinity
4/15/1999,0.00,BigBarComplex,Trinity
4/16/1999,0.00,BigBarComplex,Trinity
4/17/1999,0.00,BigBarComplex,Trinity
4/18/1999,0.00,BigBarComplex,Trinity
4/19/1999,0.00,BigBarComplex,Trinity
4/20/1999,0.00,BigBarComplex,Trinity
4/21/1999,0.00,BigBarComplex,Trinity
4/22/1999,0.00,BigBarComplex,Trinity
4/23/1999,0.00,BigBarComplex,Trinity
4/24/1999,0.00,BigBarComplex,Trinity
4/25/1999,0.00,BigBarComplex,Trinity
4/26/1999,0.00,BigBarComplex,Trinity
4/27/1999,0.00,BigBarComplex,Trinity
4/28/1999,0.00,BigBarComplex,Trinity
4/29/1999,0.00,BigBarComplex,Trinity
4/30/1999,0.00,BigBarComplex,Trinity
5/1/1999,0.00,BigBarComplex,Trinity
5/2/1999,0.01,BigBarComplex,Trinity
5/3/1999,0.20,BigBarComplex,Trinity
5/4/1999,0.20,BigBarComplex,Trinity
5/5/1999,0.00,BigBarComplex,Trinity
5/6/1999,0.00,BigBarComplex,Trinity
5/7/1999,0.00,BigBarComplex,Trinity
5/8/1999,0.00,BigBarComplex,Trinity
5/9/1999,0.00,BigBarComplex,Trinity
5/10/1999,0.00,BigBarComplex,Trinity
5/11/1999,0.00,BigBarComplex,Trinity
5/12/1999,0.00,BigBarComplex,Trinity
5/13/1999,0.00,BigBarComplex,Trinity
5/14/1999,0.00,BigBarComplex,Trinity
5/15/1999,0.10,BigBarComplex,Trinity
5/16/1999,0.00,BigBarComplex,Trinity
5/17/1999,0.00,BigBarComplex,Trinity
5/18/1999,0.00,BigBarComplex,Trinity
5/19/1999,0.00,BigBarComplex,Trinity
5/20/1999,0.00,BigBarComplex,Trinity
5/21/1999,0.00,BigBarComplex,Trinity
5/22/1999,0.00,BigBarComplex,Trinity
5/23/1999,0.00,BigBarComplex,Trinity
5/24/1999,0.00,BigBarComplex,Trinity
5/25/1999,0.00,BigBarComplex,Trinity
5/26/1999,0.00,BigBarComplex,Trinity
5/27/1999,0.00,BigBarComplex,Trinity
5/28/1999,0.00,BigBarComplex,Trinity
5/29/1999,0.00,BigBarComplex,Trinity
5/30/1999,0.00,BigBarComplex,Trinity
5/31/1999,0.00,BigBarComplex,Trinity
6/1/1999,0.00,BigBarComplex,Trinity
6/2/1999,0.00,BigBarComplex,Trinity
6/3/1999,0.11,BigBarComplex,Trinity
6/4/1999,0.00,BigBarComplex,Trinity
6/5/1999,0.00,BigBarComplex,Trinity
6/6/1999,0.00,BigBarComplex,Trinity
6/7/1999,0.00,BigBarComplex,Trinity
6/8/1999,0.00,BigBarComplex,Trinity
6/9/1999,0.00,BigBarComplex,Trinity
6/10/1999,0.00,BigBarComplex,Trinity
6/11/1999,0.00,BigBarComplex,Trinity
6/12/1999,0.00,BigBarComplex,Trinity
6/13/1999,0.00,BigBarComplex,Trinity
6/14/1999,0.00,BigBarComplex,Trinity
6/15/1999,0.00,BigBarComplex,Trinity
6/16/1999,0.00,BigBarComplex,Trinity
6/17/1999,0.00,BigBarComplex,Trinity
6/18/1999,0.00,BigBarComplex,Trinity
6/19/1999,0.00,BigBarComplex,Trinity
6/20/1999,0.00,BigBarComplex,Trinity
6/21/1999,0.00,BigBarComplex,Trinity
6/22/1999,0.00,BigBarComplex,Trinity
6/23/1999,0.00,BigBarComplex,Trinity
6/24/1999,0.00,BigBarComplex,Trinity
6/25/1999,0.00,BigBarComplex,Trinity
6/26/1999,0.00,BigBarComplex,Trinity
6/27/1999,0.00,BigBarComplex,Trinity
6/28/1999,0.00,BigBarComplex,Trinity
6/29/1999,0.00,BigBarComplex,Trinity
6/30/1999,0.00,BigBarComplex,Trinity
7/1/1999,0.00,BigBarComplex,Trinity
7/2/1999,0.00,BigBarComplex,Trinity
7/3/1999,0.00,BigBarComplex,Trinity
7/4/1999,0.00,BigBarComplex,Trinity
7/5/1999,0.00,BigBarComplex,Trinity
7/6/1999,0.00,BigBarComplex,Trinity
7/7/1999,0.00,BigBarComplex,Trinity
7/8/1999,0.00,BigBarComplex,Trinity
7/9/1999,0.00,BigBarComplex,Trinity
7/10/1999,0.00,BigBarComplex,Trinity
7/11/1999,0.00,BigBarComplex,Trinity
7/12/1999,0.00,BigBarComplex,Trinity
7/13/1999,0.00,BigBarComplex,Trinity
7/14/1999,0.00,BigBarComplex,Trinity
7/15/1999,0.00,BigBarComplex,Trinity
7/16/1999,0.00,BigBarComplex,Trinity
7/17/1999,0.00,BigBarComplex,Trinity
7/18/1999,0.00,BigBarComplex,Trinity
7/19/1999,0.00,BigBarComplex,Trinity
7/20/1999,0.00,BigBarComplex,Trinity
7/21/1999,0.00,BigBarComplex,Trinity
7/22/1999,0.00,BigBarComplex,Trinity
7/23/1999,0.00,BigBarComplex,Trinity
7/24/1999,0.00,BigBarComplex,Trinity
7/25/1999,0.00,BigBarComplex,Trinity
7/26/1999,0.00,BigBarComplex,Trinity
7/27/1999,0.00,BigBarComplex,Trinity
7/28/1999,0.00,BigBarComplex,Trinity
7/29/1999,0.00,BigBarComplex,Trinity
7/30/1999,0.00,BigBarComplex,Trinity
7/31/1999,0.00,BigBarComplex,Trinity
8/1/1999,0.00,BigBarComplex,Trinity
8/2/1999,0.00,BigBarComplex,Trinity
8/3/1999,0.00,BigBarComplex,Trinity
8/4/1999,0.00,BigBarComplex,Trinity
8/5/1999,0.00,BigBarComplex,Trinity
8/6/1999,0.00,BigBarComplex,Trinity
8/7/1999,0.20,BigBarComplex,Trinity
8/8/1999,0.00,BigBarComplex,Trinity
8/9/1999,0.00,BigBarComplex,Trinity
8/10/1999,0.00,BigBarComplex,Trinity
8/11/1999,0.07,BigBarComplex,Trinity
8/12/1999,0.00,BigBarComplex,Trinity
8/13/1999,0.00,BigBarComplex,Trinity
8/14/1999,0.00,BigBarComplex,Trinity
8/15/1999,0.00,BigBarComplex,Trinity
8/16/1999,0.00,BigBarComplex,Trinity
8/17/1999,0.00,BigBarComplex,Trinity
8/18/1999,0.00,BigBarComplex,Trinity
8/19/1999,0.00,BigBarComplex,Trinity
8/20/1999,0.00,BigBarComplex,Trinity
8/21/1999,0.00,BigBarComplex,Trinity
8/22/1999,0.00,BigBarComplex,Trinity
8/23/1999,0.00,BigBarComplex,Trinity
8/24/1999,0.00,BigBarComplex,Trinity
8/25/1999,0.00,BigBarComplex,Trinity
8/26/1999,0.00,BigBarComplex,Trinity
8/27/1999,0.00,BigBarComplex,Trinity
8/28/1999,0.00,BigBarComplex,Trinity
8/29/1999,0.00,BigBarComplex,Trinity
8/30/1999,0.05,BigBarComplex,Trinity
8/31/1999,0.00,BigBarComplex,Trinity
9/1/1999,0.00,BigBarComplex,Trinity
9/2/1999,0.00,BigBarComplex,Trinity
9/3/1999,0.00,BigBarComplex,Trinity
9/4/1999,0.00,BigBarComplex,Trinity
9/5/1999,0.00,BigBarComplex,Trinity
9/6/1999,0.00,BigBarComplex,Trinity
9/7/1999,0.00,BigBarComplex,Trinity
9/8/1999,0.00,BigBarComplex,Trinity
9/9/1999,0.00,BigBarComplex,Trinity
9/10/1999,0.04,BigBarComplex,Trinity
9/11/1999,0.00,BigBarComplex,Trinity
9/12/1999,0.00,BigBarComplex,Trinity
9/13/1999,0.00,BigBarComplex,Trinity
9/14/1999,0.00,BigBarComplex,Trinity
9/15/1999,0.00,BigBarComplex,Trinity
9/16/1999,0.00,BigBarComplex,Trinity
9/17/1999,0.00,BigBarComplex,Trinity
9/18/1999,0.00,BigBarComplex,Trinity
9/19/1999,0.00,BigBarComplex,Trinity
9/20/1999,0.00,BigBarComplex,Trinity
9/21/1999,0.00,BigBarComplex,Trinity
9/22/1999,0.00,BigBarComplex,Trinity
9/23/1999,0.00,BigBarComplex,Trinity
9/24/1999,0.00,BigBarComplex,Trinity
9/25/1999,0.00,BigBarComplex,Trinity
9/26/1999,0.00,BigBarComplex,Trinity
9/27/1999,0.00,BigBarComplex,Trinity
9/28/1999,0.00,BigBarComplex,Trinity
9/29/1999,0.00,BigBarComplex,Trinity
9/30/1999,0.00,BigBarComplex,Trinity
6/1/2001,   0.00,McNally,Tulare
6/2/2001,   0.00,McNally,Tulare
6/3/2001,   0.00,McNally,Tulare
6/4/2001,   0.00,McNally,Tulare
6/5/2001,   0.00,McNally,Tulare
6/6/2001,   0.00,McNally,Tulare
6/7/2001,   0.00,McNally,Tulare
6/8/2001,   0.00,McNally,Tulare
6/9/2001,   0.00,McNally,Tulare
6/10/2001,   0.00,McNally,Tulare
6/11/2001,   0.00,McNally,Tulare
6/12/2001,   0.00,McNally,Tulare
6/13/2001,   0.00,McNally,Tulare
6/14/2001,   0.00,McNally,Tulare
6/15/2001,   0.00,McNally,Tulare
6/16/2001,   0.00,McNally,Tulare
6/17/2001,   0.00,McNally,Tulare
6/18/2001,   0.00,McNally,Tulare
6/19/2001,   0.00,McNally,Tulare
6/20/2001,   0.00,McNally,Tulare
6/21/2001,   0.00,McNally,Tulare
6/22/2001,   0.00,McNally,Tulare
6/23/2001,   0.00,McNally,Tulare
6/24/2001,   0.00,McNally,Tulare
6/25/2001,   0.00,McNally,Tulare
6/26/2001,   0.00,McNally,Tulare
6/27/2001,   0.00,McNally,Tulare
6/28/2001,   0.00,McNally,Tulare
6/29/2001,   0.00,McNally,Tulare
6/30/2001,   0.00,McNally,Tulare
7/1/2001,   0.00,McNally,Tulare
7/2/2001,   0.00,McNally,Tulare
7/3/2001,   0.00,McNally,Tulare
7/4/2001,   0.00,McNally,Tulare
7/5/2001,   0.00,McNally,Tulare
7/6/2001,   0.25,McNally,Tulare
7/7/2001,   0.00,McNally,Tulare
7/8/2001,   0.00,McNally,Tulare
7/9/2001,   0.00,McNally,Tulare
7/10/2001,   0.00,McNally,Tulare
7/11/2001,   0.00,McNally,Tulare
7/12/2001,   0.00,McNally,Tulare
7/13/2001,   0.00,McNally,Tulare
7/14/2001,   0.00,McNally,Tulare
7/15/2001,   0.00,McNally,Tulare
7/16/2001,   0.00,McNally,Tulare
7/17/2001,   0.00,McNally,Tulare
7/18/2001,   0.00,McNally,Tulare
7/19/2001,   0.00,McNally,Tulare
7/20/2001,   0.00,McNally,Tulare
7/21/2001,   0.00,McNally,Tulare
7/22/2001,   0.00,McNally,Tulare
7/23/2001,   0.00,McNally,Tulare
7/24/2001,   0.00,McNally,Tulare
7/25/2001,   0.00,McNally,Tulare
7/26/2001,   0.00,McNally,Tulare
7/27/2001,   0.00,McNally,Tulare
7/28/2001,   0.00,McNally,Tulare
7/29/2001,   0.00,McNally,Tulare
7/30/2001,   0.00,McNally,Tulare
7/31/2001,   0.00,McNally,Tulare
8/1/2001,   0.00,McNally,Tulare
8/2/2001,   0.00,McNally,Tulare
8/3/2001,   0.00,McNally,Tulare
8/4/2001,   0.00,McNally,Tulare
8/5/2001,   0.00,McNally,Tulare
8/6/2001,   0.00,McNally,Tulare
8/7/2001,   0.00,McNally,Tulare
8/8/2001,   0.00,McNally,Tulare
8/9/2001,   0.00,McNally,Tulare
8/10/2001,   0.00,McNally,Tulare
8/11/2001,   0.00,McNally,Tulare
8/12/2001,   0.00,McNally,Tulare
8/13/2001,   0.00,McNally,Tulare
8/14/2001,   0.00,McNally,Tulare
8/15/2001,   0.00,McNally,Tulare
8/16/2001,   0.00,McNally,Tulare
8/17/2001,   0.00,McNally,Tulare
8/18/2001,   0.00,McNally,Tulare
8/19/2001,   0.00,McNally,Tulare
8/20/2001,   0.00,McNally,Tulare
8/21/2001,   0.00,McNally,Tulare
8/22/2001,   0.00,McNally,Tulare
8/23/2001,   0.00,McNally,Tulare
8/24/2001,   0.00,McNally,Tulare
8/25/2001,   0.00,McNally,Tulare
8/26/2001,   0.00,McNally,Tulare
8/27/2001,   0.00,McNally,Tulare
8/28/2001,   0.00,McNally,Tulare
8/29/2001,   0.00,McNally,Tulare
8/30/2001,   0.00,McNally,Tulare
8/31/2001,   0.00,McNally,Tulare
9/1/2001,   0.00,McNally,Tulare
9/2/2001,   0.00,McNally,Tulare
9/3/2001,   0.00,McNally,Tulare
9/4/2001,   0.00,McNally,Tulare
9/5/2001,   0.00,McNally,Tulare
9/6/2001,   0.00,McNally,Tulare
9/7/2001,   0.00,McNally,Tulare
9/8/2001,   0.00,McNally,Tulare
9/9/2001,   0.00,McNally,Tulare
9/10/2001,   0.00,McNally,Tulare
9/11/2001,   0.00,McNally,Tulare
9/12/2001,   0.00,McNally,Tulare
9/13/2001,   0.00,McNally,Tulare
9/14/2001,   0.00,McNally,Tulare
9/15/2001,   0.00,McNally,Tulare
9/16/2001,   0.00,McNally,Tulare
9/17/2001,   0.00,McNally,Tulare
9/18/2001,   0.00,McNally,Tulare
9/19/2001,   0.00,McNally,Tulare
9/20/2001,   0.00,McNally,Tulare
9/21/2001,   0.00,McNally,Tulare
9/22/2001,   0.00,McNally,Tulare
9/23/2001,   0.00,McNally,Tulare
9/24/2001,   0.00,McNally,Tulare
9/25/2001,   0.00,McNally,Tulare
9/26/2001,   0.00,McNally,Tulare
9/27/2001,   0.00,McNally,Tulare
9/28/2001,   0.00,McNally,Tulare
9/29/2001,   0.00,McNally,Tulare
9/30/2001,   0.00,McNally,Tulare
10/1/2001,   0.00,McNally,Tulare
10/2/2001,   0.00,McNally,Tulare
10/3/2001,   0.00,McNally,Tulare
10/4/2001,   0.00,McNally,Tulare
10/5/2001,   0.00,McNally,Tulare
10/6/2001,   0.00,McNally,Tulare
10/7/2001,   0.00,McNally,Tulare
10/8/2001,   0.00,McNally,Tulare
10/9/2001,   0.00,McNally,Tulare
10/10/2001,   0.00,McNally,Tulare
10/11/2001,   0.00,McNally,Tulare
10/12/2001,   0.00,McNally,Tulare
10/13/2001,   0.00,McNally,Tulare
10/14/2001,   0.00,McNally,Tulare
10/15/2001,   0.00,McNally,Tulare
10/16/2001,   0.00,McNally,Tulare
10/17/2001,   0.00,McNally,Tulare
10/18/2001,   0.00,McNally,Tulare
10/19/2001,   0.00,McNally,Tulare
10/20/2001,   0.00,McNally,Tulare
10/21/2001,   0.00,McNally,Tulare
10/22/2001,   0.00,McNally,Tulare
10/23/2001,   0.00,McNally,Tulare
10/24/2001,   0.00,McNally,Tulare
10/25/2001,   0.00,McNally,Tulare
10/26/2001,   0.00,McNally,Tulare
10/27/2001,   0.00,McNally,Tulare
10/28/2001,   0.00,McNally,Tulare
10/29/2001,   0.00,McNally,Tulare
10/30/2001,   0.21,McNally,Tulare
10/31/2001,   0.08,McNally,Tulare
11/1/2001,0.00,McNally,Tulare
11/2/2001,0.00,McNally,Tulare
11/3/2001,0.00,McNally,Tulare
11/4/2001,0.00,McNally,Tulare
11/5/2001,0.00,McNally,Tulare
11/6/2001,0.00,McNally,Tulare
11/7/2001,0.00,McNally,Tulare
11/8/2001,0.00,McNally,Tulare
11/9/2001,0.00,McNally,Tulare
11/10/2001,0.00,McNally,Tulare
11/11/2001,0.04,McNally,Tulare
11/12/2001,0.92,McNally,Tulare
11/13/2001,0.00,McNally,Tulare
11/14/2001,0.00,McNally,Tulare
11/15/2001,0.00,McNally,Tulare
11/16/2001,0.00,McNally,Tulare
11/17/2001,0.00,McNally,Tulare
11/18/2001,0.00,McNally,Tulare
11/19/2001,0.01,McNally,Tulare
11/20/2001,0.01,McNally,Tulare
11/21/2001,0.01,McNally,Tulare
11/22/2001,0.06,McNally,Tulare
11/23/2001,0.00,McNally,Tulare
11/24/2001,0.52,McNally,Tulare
11/25/2001,0.00,McNally,Tulare
